CustomerID,Country,num_transactions,Amount,Recency
12489.0,France,15.0,334.93,335.0
12491.0,France,26.0,460.40000000000003,38.0
12492.0,Germany,20.0,263.21000000000004,62.0
12493.0,France,23.0,416.79,165.0
12494.0,France,84.0,1139.3500000000001,9.0
12497.0,Germany,14.0,1043.1,81.0
12498.0,Germany,23.0,403.70000000000005,20.0
12500.0,Germany,65.0,4206.27,22.0
12501.0,Germany,160.0,2089.68,314.0
12502.0,Spain,147.0,3723.87,95.0
12503.0,Spain,1.0,-1126.0,337.0
12504.0,Germany,15.0,114.0,17.0
12505.0,Italy,1.0,-4.5,300.0
12506.0,France,23.0,73.5,232.0
12507.0,Spain,23.0,1258.06,133.0
12508.0,France,69.0,398.27,25.0
12509.0,France,7.0,176.5,283.0
12510.0,Spain,33.0,982.5699999999999,142.0
12512.0,Israel,34.0,138.03,65.0
12513.0,France,36.0,586.79,84.0
12514.0,Italy,51.0,1017.68,266.0
12515.0,Italy,16.0,383.7,352.0
12516.0,Germany,26.0,1312.06,77.0
12517.0,Germany,286.0,2464.89,27.0
12518.0,Germany,124.0,2056.89,0.0
12519.0,Germany,18.0,340.84,63.0
12520.0,Germany,155.0,2582.51,78.0
12521.0,Germany,38.0,599.68,142.0
12522.0,Germany,12.0,192.72,38.0
12523.0,France,110.0,1745.57,1.0
12524.0,Germany,144.0,4485.72,8.0
12526.0,Germany,71.0,1316.66,0.0
12527.0,Germany,18.0,348.71000000000004,81.0
12528.0,Germany,95.0,1922.28,8.0
12530.0,Germany,68.0,1623.63,59.0
12531.0,Germany,17.0,125.22,14.0
12532.0,France,16.0,349.83000000000004,29.0
12534.0,Germany,63.0,1089.18,130.0
12535.0,France,34.0,716.35,91.0
12536.0,France,273.0,4106.82,7.0
12538.0,Spain,21.0,363.95,28.0
12539.0,Spain,274.0,3852.5,21.0
12541.0,Spain,52.0,981.18,29.0
12544.0,Spain,20.0,355.7,29.0
12545.0,Spain,50.0,1000.39,74.0
12546.0,Spain,70.0,1141.5,46.0
12547.0,Spain,8.0,207.79999999999998,197.0
12548.0,Spain,5.0,95.19999999999999,165.0
12550.0,Spain,57.0,964.83,78.0
12551.0,Spain,10.0,168.0,357.0
12552.0,Italy,20.0,437.82,38.0
12553.0,France,196.0,3652.25,7.0
12556.0,Spain,121.0,603.71,49.0
12558.0,USA,22.0,1.0658141036401503e-14,1.0
12559.0,Germany,22.0,536.21,310.0
12560.0,Germany,111.0,2101.39,4.0
12561.0,Germany,16.0,238.85,302.0
12562.0,France,168.0,3781.7400000000002,7.0
12564.0,France,21.0,456.9,260.0
12565.0,Saudi Arabia,10.0,131.17,281.0
12566.0,Germany,20.0,346.7,72.0
12569.0,Germany,191.0,4064.9900000000002,1.0
12571.0,France,34.0,519.61,39.0
12572.0,Germany,62.0,1004.72,8.0
12573.0,France,28.0,160.54000000000002,226.0
12574.0,France,11.0,218.45,315.0
12576.0,Poland,89.0,1306.98,35.0
12577.0,France,148.0,595.4,34.0
12578.0,Italy,120.0,2753.36,20.0
12579.0,France,31.0,410.72,72.0
12580.0,Germany,24.0,415.7,246.0
12581.0,Germany,15.0,197.71,39.0
12582.0,Finland,22.0,511.36,238.0
12584.0,Italy,126.0,1893.95,3.0
12585.0,Germany,97.0,1982.81,233.0
12586.0,Italy,12.0,179.94000000000003,16.0
12587.0,Finland,4.0,144.0,7.0
12588.0,Finland,10.0,214.89999999999998,38.0
12589.0,France,35.0,646.68,28.0
12591.0,Italy,26.0,452.84999999999997,316.0
12592.0,Germany,18.0,437.6,91.0
12593.0,France,21.0,418.09999999999997,108.0
12594.0,Italy,119.0,3320.2200000000003,37.0
12596.0,Spain,27.0,618.27,50.0
12597.0,Spain,214.0,3683.13,18.0
12598.0,France,133.0,3002.68,9.0
12599.0,France,62.0,1032.58,28.0
12600.0,Germany,65.0,2581.04,28.0
12601.0,Germany,29.0,569.5600000000001,189.0
12602.0,France,12.0,153.12,58.0
12603.0,Germany,3.0,739.1999999999999,21.0
12604.0,France,16.0,254.18,78.0
12605.0,Germany,3.0,-7.5,364.0
12607.0,USA,202.0,3.552713678800501e-15,57.0
12609.0,Germany,60.0,1126.85,77.0
12610.0,Italy,111.0,2057.99,22.0
12611.0,Italy,65.0,1193.32,51.0
12612.0,Germany,21.0,643.59,57.0
12613.0,Germany,163.0,3218.98,30.0
12614.0,Germany,20.0,315.6,277.0
12615.0,France,105.0,2291.19,1.0
12616.0,France,36.0,657.25,84.0
12617.0,France,42.0,355.53,28.0
12618.0,Italy,11.0,177.31,21.0
12619.0,Germany,95.0,3214.81,15.0
12620.0,France,92.0,1339.41,14.0
12622.0,Germany,11.0,180.1,231.0
12623.0,Germany,18.0,305.1,275.0
12624.0,France,38.0,641.13,105.0
12625.0,Germany,91.0,2614.32,211.0
12627.0,Germany,230.0,4478.53,10.0
12628.0,Germany,43.0,769.61,3.0
12630.0,Finland,64.0,1270.88,9.0
12631.0,Finland,31.0,640.5,56.0
12633.0,Germany,103.0,2140.63,58.0
12635.0,Germany,101.0,1689.18,89.0
12638.0,Sweden,39.0,671.69,32.0
12639.0,Sweden,22.0,486.1,238.0
12640.0,France,53.0,1174.58,23.0
12641.0,Sweden,10.0,185.9,114.0
12642.0,Germany,47.0,1013.26,24.0
12643.0,France,24.0,3344.64,127.0
12644.0,Germany,31.0,477.91,129.0
12645.0,Germany,74.0,1755.38,33.0
12646.0,USA,45.0,1346.97,4.0
12647.0,Germany,128.0,3669.92,21.0
12648.0,Germany,21.0,318.05,154.0
12649.0,Germany,33.0,603.71,106.0
12650.0,France,20.0,314.44,2.0
12651.0,France,9.0,114.0,334.0
12652.0,France,51.0,914.53,321.0
12653.0,Israel,43.0,2209.85,148.0
12654.0,Germany,38.0,601.98,10.0
12656.0,France,130.0,3982.72,16.0
12657.0,France,56.0,1152.06,10.0
12658.0,Germany,36.0,686.05,18.0
12659.0,France,5.0,91.68,29.0
12660.0,France,13.0,245.1,10.0
12662.0,Germany,232.0,3817.08,0.0
12665.0,Germany,4.0,61.75,324.0
12666.0,Israel,2.0,-227.44,358.0
12667.0,Finland,33.0,620.13,57.0
12668.0,Germany,168.0,3743.18,6.0
12669.0,France,102.0,1607.73,150.0
12670.0,France,94.0,2986.15,9.0
12672.0,France,10.0,225.89999999999998,329.0
12673.0,Germany,42.0,610.52,4.0
12674.0,France,91.0,1919.31,11.0
12676.0,Sweden,45.0,1331.39,24.0
12679.0,France,56.0,1058.67,51.0
12680.0,France,52.0,862.81,0.0
12684.0,France,105.0,2283.63,7.0
12685.0,France,157.0,2863.08,27.0
12686.0,France,7.0,89.14,371.0
12689.0,France,72.0,1247.61,25.0
12690.0,France,16.0,389.01,205.0
12691.0,France,32.0,1035.8,27.0
12693.0,Germany,41.0,830.96,120.0
12694.0,France,37.0,869.67,69.0
12695.0,France,27.0,582.1,6.0
12697.0,Sweden,43.0,939.02,20.0
12701.0,Germany,53.0,797.71,79.0
12702.0,Germany,12.0,219.0,19.0
12703.0,Germany,22.0,274.7,63.0
12704.0,Finland,90.0,2220.84,6.0
12707.0,France,33.0,603.42,291.0
12708.0,Germany,174.0,2616.32,29.0
12710.0,Germany,79.0,1130.57,96.0
12712.0,Germany,142.0,4241.63,22.0
12713.0,Germany,38.0,848.55,0.0
12715.0,Sweden,21.0,353.86,105.0
12716.0,France,69.0,1053.49,3.0
12717.0,Greece,56.0,980.98,150.0
12718.0,France,19.0,238.25,70.0
12719.0,France,42.0,608.1,4.0
12721.0,France,164.0,2628.98,31.0
12722.0,France,57.0,904.33,84.0
12723.0,France,69.0,725.07,3.0
12724.0,France,53.0,1031.41,4.0
12725.0,Italy,24.0,427.8,370.0
12726.0,France,124.0,2609.1,27.0
12727.0,France,141.0,3947.7,10.0
12728.0,France,46.0,836.33,70.0
12729.0,France,26.0,453.01,113.0
12732.0,France,12.0,236.26000000000002,179.0
12733.0,USA,22.0,383.95,233.0
12734.0,France,4.0,110.39999999999999,352.0
12735.0,France,43.0,779.5699999999999,314.0
12736.0,France,4.0,234.0,332.0
12738.0,Germany,11.0,155.35,371.0
12739.0,United Arab Emirates,38.0,1013.04,77.0
12740.0,France,27.0,427.6,63.0
12743.0,Unspecified,134.0,546.43,133.0
12747.0,United Kingdom,103.0,4196.01,1.0
12749.0,United Kingdom,231.0,3868.2,3.0
12750.0,Poland,15.0,275.88,128.0
12752.0,Norway,53.0,4366.78,80.0
12754.0,Japan,65.0,2949.12,235.0
12755.0,Japan,6.0,2203.2,249.0
12756.0,Japan,4.0,112.07999999999998,86.0
12757.0,Portugal,377.0,4227.7,15.0
12758.0,Portugal,97.0,2791.59,116.0
12759.0,Netherlands,95.0,1531.44,51.0
12762.0,Portugal,69.0,1898.52,7.0
12763.0,Japan,18.0,494.08,137.0
12764.0,Lebanon,45.0,1693.88,316.0
12769.0,Brazil,32.0,1143.6,238.0
12770.0,Japan,12.0,1351.45,210.0
12772.0,Portugal,55.0,892.47,59.0
12775.0,Netherlands,67.0,1351.24,16.0
12778.0,Netherlands,51.0,804.23,19.0
12779.0,Poland,159.0,3868.7,20.0
12781.0,Czech Republic,30.0,707.72,20.0
12782.0,Portugal,107.0,2273.32,4.0
12783.0,Portugal,86.0,1603.87,1.0
12784.0,Portugal,59.0,574.42,8.0
12785.0,Portugal,15.0,305.71,2.0
12787.0,Netherlands,20.0,463.66,9.0
12789.0,Netherlands,4.0,91.85,64.0
12790.0,Netherlands,21.0,324.92,191.0
12791.0,Netherlands,2.0,192.60000000000002,373.0
12792.0,Portugal,25.0,400.53999999999996,256.0
12793.0,Portugal,24.0,545.48,334.0
12794.0,Portugal,45.0,860.41,52.0
12795.0,Portugal,14.0,430.48,18.0
12797.0,Portugal,17.0,194.18,359.0
12802.0,Netherlands,26.0,412.58,183.0
12808.0,Portugal,28.0,483.65000000000003,36.0
12809.0,Portugal,26.0,484.36,167.0
12811.0,Portugal,31.0,514.85,260.0
12812.0,Japan,15.0,229.64000000000001,44.0
12814.0,Poland,2.0,125.92,101.0
12815.0,Poland,47.0,1063.46,147.0
12816.0,Poland,29.0,572.2,95.0
12817.0,Austria,4.0,166.04,280.0
12818.0,Austria,16.0,1517.88,177.0
12820.0,United Kingdom,59.0,942.34,2.0
12821.0,United Kingdom,6.0,92.72,213.0
12822.0,United Kingdom,47.0,918.98,70.0
12823.0,United Kingdom,5.0,1759.5,74.0
12824.0,United Kingdom,25.0,397.12,59.0
12826.0,United Kingdom,94.0,1468.1200000000001,2.0
12827.0,United Kingdom,25.0,430.15000000000003,5.0
12828.0,United Kingdom,56.0,1018.71,2.0
12829.0,United Kingdom,12.0,253.05,321.0
12831.0,United Kingdom,9.0,215.05,261.0
12832.0,United Kingdom,27.0,383.03,31.0
12833.0,United Kingdom,24.0,417.38,144.0
12834.0,United Kingdom,18.0,312.38,282.0
12836.0,United Kingdom,175.0,2612.86,58.0
12837.0,United Kingdom,12.0,134.1,172.0
12838.0,United Kingdom,123.0,683.13,33.0
12840.0,United Kingdom,116.0,2714.27,143.0
12841.0,United Kingdom,439.0,3876.4,4.0
12842.0,United Kingdom,34.0,1118.99,69.0
12843.0,United Kingdom,108.0,1680.76,65.0
12844.0,United Kingdom,52.0,325.96000000000004,28.0
12845.0,United Kingdom,27.0,354.09,266.0
12847.0,United Kingdom,91.0,871.54,21.0
12849.0,United Kingdom,51.0,1050.8899999999999,30.0
12851.0,United Kingdom,50.0,135.18,96.0
12852.0,United Kingdom,20.0,299.75,289.0
12853.0,United Kingdom,84.0,1881.7,107.0
12854.0,United Kingdom,115.0,1289.15,78.0
12855.0,United Kingdom,3.0,38.1,372.0
12856.0,United Kingdom,317.0,2162.68,7.0
12857.0,United Kingdom,46.0,1106.4,210.0
12863.0,United Kingdom,6.0,504.2,51.0
12864.0,United Kingdom,3.0,147.12,137.0
12865.0,Austria,96.0,1548.07,25.0
12866.0,Belgium,26.0,559.12,282.0
12867.0,United Kingdom,551.0,3986.22,25.0
12868.0,United Kingdom,107.0,1607.0600000000002,185.0
12870.0,United Kingdom,2.0,-14.899999999999999,365.0
12871.0,United Kingdom,11.0,380.64,83.0
12872.0,United Kingdom,66.0,599.97,326.0
12873.0,United Kingdom,4.0,374.0,281.0
12875.0,United Kingdom,2.0,343.2300000000001,142.0
12876.0,Belgium,85.0,2218.02,57.0
12877.0,United Kingdom,154.0,1535.77,3.0
12878.0,United Kingdom,49.0,841.64,17.0
12879.0,United Kingdom,12.0,552.5699999999999,44.0
12881.0,United Kingdom,7.0,298.0,275.0
12882.0,United Kingdom,13.0,1463.04,8.0
12883.0,United Kingdom,42.0,703.47,24.0
12884.0,United Kingdom,7.0,309.05,87.0
12885.0,United Kingdom,72.0,1158.27,62.0
12886.0,United Kingdom,86.0,1351.09,67.0
12888.0,United Kingdom,7.0,313.77,213.0
12890.0,United Kingdom,82.0,380.46999999999997,23.0
12891.0,United Kingdom,3.0,331.0,185.0
12893.0,United Kingdom,34.0,188.14,30.0
12895.0,United Kingdom,24.0,347.3,41.0
12897.0,United Kingdom,4.0,216.5,204.0
12902.0,United Kingdom,10.0,138.68,264.0
12904.0,United Kingdom,72.0,509.58,17.0
12906.0,United Kingdom,63.0,2919.81,11.0
12908.0,United Kingdom,4.0,246.0,58.0
12909.0,United Kingdom,96.0,2128.83,39.0
12910.0,United Kingdom,75.0,3075.04,22.0
12912.0,United Kingdom,24.0,1662.3,2.0
12913.0,United Kingdom,50.0,2483.63,4.0
12915.0,United Kingdom,22.0,363.65,148.0
12916.0,United Kingdom,109.0,2982.35,138.0
12917.0,United Kingdom,2.0,594.0,127.0
12919.0,United Kingdom,52.0,1301.44,7.0
12920.0,United Kingdom,28.0,164.23,16.0
12922.0,United Kingdom,28.0,405.38,160.0
12923.0,United Kingdom,29.0,176.97,63.0
12924.0,United Kingdom,31.0,929.95,87.0
12925.0,United Kingdom,45.0,694.05,4.0
12928.0,United Kingdom,84.0,2062.7000000000003,34.0
12929.0,United Kingdom,9.0,105.1,121.0
12930.0,United Kingdom,27.0,409.9,77.0
12933.0,United Kingdom,107.0,606.28,23.0
12935.0,United Kingdom,130.0,2156.45,1.0
12936.0,United Kingdom,63.0,1012.9,16.0
12937.0,United Kingdom,120.0,1504.27,14.0
12938.0,United Kingdom,9.0,114.14,25.0
12940.0,United Kingdom,103.0,876.29,45.0
12942.0,United Kingdom,75.0,683.9,130.0
12943.0,United Kingdom,1.0,-3.75,300.0
12944.0,United Kingdom,30.0,604.51,35.0
12945.0,United Kingdom,23.0,462.95,287.0
12947.0,United Kingdom,103.0,1407.29,143.0
12948.0,United Kingdom,118.0,2053.7,15.0
12949.0,United Kingdom,219.0,4143.02,30.0
12950.0,United Kingdom,23.0,1843.0,1.0
12951.0,United Kingdom,65.0,1042.07,8.0
12952.0,United Kingdom,80.0,1382.8400000000001,5.0
12953.0,United Kingdom,17.0,329.85,9.0
12956.0,United Kingdom,19.0,108.07,305.0
12957.0,United Kingdom,244.0,3979.04,3.0
12962.0,United Kingdom,16.0,266.39,6.0
12963.0,United Kingdom,96.0,1841.03,7.0
12965.0,United Kingdom,109.0,771.91,88.0
12966.0,United Kingdom,10.0,160.18,9.0
12967.0,United Kingdom,33.0,1194.75,2.0
12968.0,United Kingdom,5.0,135.95,111.0
12970.0,United Kingdom,151.0,452.24,6.0
12974.0,United Kingdom,8.0,144.8,197.0
12976.0,United Kingdom,22.0,738.6,211.0
12977.0,United Kingdom,9.0,39.239999999999995,155.0
12981.0,United Kingdom,20.0,372.21999999999997,29.0
12982.0,United Kingdom,34.0,377.2,239.0
12984.0,United Kingdom,4.0,97.5,18.0
12985.0,United Kingdom,78.0,1215.6200000000001,0.0
12987.0,United Kingdom,30.0,545.0,73.0
12988.0,United Kingdom,92.0,535.32,291.0
12990.0,United Kingdom,13.0,409.5,30.0
12991.0,United Kingdom,31.0,503.76,22.0
12993.0,United Kingdom,27.0,414.76,22.0
12994.0,United Kingdom,73.0,902.22,3.0
12995.0,United Kingdom,5.0,200.72,77.0
12997.0,United Kingdom,67.0,1197.94,21.0
12999.0,United Kingdom,28.0,455.88,195.0
13000.0,United Kingdom,31.0,534.85,106.0
13002.0,United Kingdom,7.0,120.94999999999999,317.0
13003.0,United Kingdom,6.0,149.05,105.0
13005.0,United Kingdom,29.0,468.95,173.0
13006.0,United Kingdom,4.0,81.57,55.0
13008.0,United Kingdom,15.0,178.46999999999997,322.0
13011.0,United Kingdom,3.0,50.550000000000004,371.0
13012.0,United Kingdom,107.0,1311.6200000000001,8.0
13014.0,United Kingdom,124.0,3365.43,2.0
13015.0,United Kingdom,176.0,3346.28,52.0
13016.0,United Kingdom,47.0,789.89,72.0
13017.0,United Kingdom,1.0,204.0,6.0
13021.0,United Kingdom,134.0,2584.4,3.0
13023.0,United Kingdom,40.0,689.9,63.0
13026.0,United Kingdom,43.0,936.15,0.0
13028.0,United Kingdom,47.0,659.68,22.0
13029.0,United Kingdom,10.0,1247.5,30.0
13030.0,United Kingdom,99.0,799.48,10.0
13032.0,United Kingdom,75.0,996.52,38.0
13033.0,United Kingdom,11.0,190.55,356.0
13034.0,United Kingdom,37.0,642.77,54.0
13035.0,United Kingdom,30.0,886.63,57.0
13037.0,United Kingdom,48.0,881.07,137.0
13038.0,United Kingdom,28.0,908.46,79.0
13040.0,United Kingdom,43.0,676.99,8.0
13043.0,United Kingdom,14.0,471.57,253.0
13044.0,United Kingdom,33.0,560.47,290.0
13045.0,United Kingdom,18.0,305.28000000000003,98.0
13046.0,United Kingdom,35.0,629.31,30.0
13047.0,United Kingdom,196.0,3079.1,31.0
13048.0,United Kingdom,137.0,1805.91,13.0
13049.0,United Kingdom,14.0,656.6800000000001,63.0
13052.0,United Kingdom,18.0,348.15000000000003,211.0
13055.0,United Kingdom,78.0,1201.96,63.0
13058.0,United Kingdom,8.0,271.40000000000003,24.0
13059.0,United Kingdom,8.0,183.4,249.0
13060.0,United Kingdom,15.0,307.53,253.0
13061.0,United Kingdom,10.0,248.61,71.0
13062.0,United Kingdom,11.0,346.98,190.0
13064.0,United Kingdom,69.0,1119.49,12.0
13065.0,United Kingdom,14.0,205.86,372.0
13066.0,United Kingdom,49.0,430.9,23.0
13067.0,United Kingdom,15.0,115.46000000000001,81.0
13068.0,United Kingdom,2.0,344.0,9.0
13069.0,United Kingdom,470.0,3717.82,0.0
13070.0,United Kingdom,9.0,228.8,191.0
13072.0,United Kingdom,7.0,177.15,266.0
13075.0,United Kingdom,22.0,919.61,129.0
13077.0,United Kingdom,112.0,729.27,0.0
13079.0,United Kingdom,6.0,220.10000000000002,3.0
13080.0,United Kingdom,6.0,58.08,178.0
13082.0,United Kingdom,75.0,3595.48,125.0
13083.0,United Kingdom,18.0,303.75,3.0
13085.0,United Kingdom,29.0,272.38,157.0
13091.0,United Kingdom,24.0,319.82,20.0
13092.0,United Kingdom,26.0,459.83,70.0
13094.0,United Kingdom,30.0,1708.8600000000001,20.0
13095.0,United Kingdom,6.0,74.39999999999999,70.0
13099.0,United Kingdom,1.0,207.35999999999999,98.0
13101.0,United Kingdom,8.0,101.19,233.0
13103.0,United Kingdom,8.0,243.94,39.0
13104.0,United Kingdom,20.0,1098.48,2.0
13106.0,United Kingdom,2.0,59.5,128.0
13107.0,United Kingdom,60.0,1524.07,43.0
13108.0,United Kingdom,10.0,350.06,372.0
13109.0,United Kingdom,50.0,766.84,2.0
13110.0,United Kingdom,146.0,1452.8700000000001,30.0
13115.0,United Kingdom,132.0,2205.63,8.0
13116.0,United Kingdom,31.0,485.19,116.0
13117.0,United Kingdom,76.0,984.91,21.0
13118.0,United Kingdom,82.0,1125.0,19.0
13120.0,United Kingdom,1.0,30.599999999999998,238.0
13121.0,United Kingdom,53.0,254.73,268.0
13122.0,United Kingdom,55.0,922.39,93.0
13124.0,United Kingdom,235.0,3866.33,89.0
13126.0,United Kingdom,142.0,2056.29,4.0
13127.0,United Kingdom,15.0,259.17,77.0
13130.0,United Kingdom,2.0,64.0,93.0
13131.0,United Kingdom,46.0,1039.3,22.0
13132.0,United Kingdom,3.0,77.3,261.0
13133.0,United Kingdom,7.0,109.8,273.0
13134.0,United Kingdom,105.0,1740.63,72.0
13135.0,United Kingdom,1.0,3096.0,196.0
13136.0,United Kingdom,139.0,2545.38,49.0
13137.0,United Kingdom,705.0,3605.08,10.0
13138.0,United Kingdom,63.0,962.39,21.0
13140.0,United Kingdom,46.0,423.72,107.0
13141.0,United Kingdom,136.0,2385.8,84.0
13142.0,United Kingdom,23.0,307.09,18.0
13144.0,United Kingdom,3.0,110.95,332.0
13145.0,United Kingdom,7.0,614.77,39.0
13146.0,United Kingdom,17.0,228.91,25.0
13147.0,United Kingdom,4.0,712.8000000000001,9.0
13148.0,United Kingdom,347.0,3348.48,28.0
13149.0,United Kingdom,86.0,1676.06,13.0
13151.0,United Kingdom,75.0,1250.3700000000001,202.0
13153.0,United Kingdom,15.0,486.22,5.0
13154.0,United Kingdom,1.0,-611.86,143.0
13155.0,United Kingdom,85.0,971.76,32.0
13157.0,United Kingdom,89.0,1721.57,48.0
13158.0,United Kingdom,79.0,1201.06,94.0
13159.0,United Kingdom,122.0,1379.75,8.0
13160.0,United Kingdom,4.0,91.8,21.0
13161.0,United Kingdom,8.0,112.75,312.0
13162.0,United Kingdom,82.0,1644.99,121.0
13165.0,United Kingdom,42.0,1021.48,45.0
13166.0,United Kingdom,42.0,414.7,281.0
13167.0,United Kingdom,65.0,791.33,18.0
13168.0,United Kingdom,133.0,1310.14,35.0
13169.0,United Kingdom,13.0,712.88,63.0
13170.0,United Kingdom,32.0,116.00999999999999,26.0
13171.0,United Kingdom,48.0,426.81,7.0
13173.0,United Kingdom,43.0,353.65,3.0
13174.0,United Kingdom,314.0,2817.03,15.0
13176.0,United Kingdom,72.0,492.84,45.0
13177.0,United Kingdom,17.0,282.45,64.0
13182.0,United Kingdom,11.0,121.18,44.0
13183.0,United Kingdom,94.0,3957.78,7.0
13184.0,United Kingdom,183.0,1648.79,14.0
13185.0,United Kingdom,1.0,71.4,267.0
13186.0,United Kingdom,84.0,1539.69,39.0
13187.0,United Kingdom,37.0,236.02,336.0
13188.0,United Kingdom,2.0,114.60000000000001,10.0
13189.0,United Kingdom,29.0,260.68,18.0
13192.0,United Kingdom,63.0,911.94,94.0
13193.0,United Kingdom,29.0,117.88,60.0
13194.0,United Kingdom,3.0,60.7,135.0
13196.0,United Kingdom,110.0,1797.78,10.0
13198.0,United Kingdom,229.0,3384.09,9.0
13200.0,United Kingdom,46.0,870.09,18.0
13203.0,United Kingdom,57.0,869.46,9.0
13207.0,United Kingdom,8.0,250.26000000000002,14.0
13208.0,United Kingdom,150.0,1205.9,58.0
13210.0,United Kingdom,22.0,353.48,93.0
13211.0,United Kingdom,56.0,1197.42,9.0
13212.0,United Kingdom,143.0,780.58,8.0
13213.0,United Kingdom,92.0,1518.43,56.0
13216.0,United Kingdom,5.0,333.74,267.0
13217.0,United Kingdom,7.0,133.62,121.0
13218.0,United Kingdom,5.0,62.63999999999999,126.0
13220.0,United Kingdom,21.0,819.2900000000001,77.0
13221.0,United Kingdom,66.0,847.41,239.0
13223.0,United Kingdom,5.0,163.20000000000002,199.0
